Company Name,Industry Type,Primary Office Location,Operating Locations,Job Openings,Total Reviews,Overall Rating,Job Security,Work Life Balance,Work Satisfaction,Promotions
PrimEra Medical Technologies,IT Services & Consulting,Hyderabad,15,40,674,3.6,High,Medium,Low,Low
Testbook.com,EdTech,Noida,32,0,672,3.4,Low,Medium,Low,Low
Cohesity,Software Product,Pune,48,11,675,3.8,Low,High,Medium,Low
TVS Electronics,Electronics Manufacturing,Chennai,74,5,674,3.8,Medium,High,Medium,Low
TTK Prestige,Consumer Electronics & Appliances,Bangalore,82,6,674,3.8,High,Medium,Low,Low
IHG,Hospitality,New Delhi,47,26,674,3.6,Medium,Medium,Low,Low
Medtronic,Medical Equipment,Hyderabad,46,289,674,4.0,Medium,High,Medium,Low
Snapdeal,Internet,Gurgaon,32,27,674,3.8,Low,High,Medium,Low
Writer Corporation,Logistics,Mumbai,84,36,673,3.4,Medium,Medium,Low,Low
R.V.R. PROJECTS,Engineering & Construction,Hyderabad,68,20,675,3.9,Medium,Medium,Medium,Low
Radico Khaitan,Beverage,Rampur,79,0,673,4.1,High,High,Medium,Medium
Patel Engineering,Engineering & Construction,Mumbai,69,0,672,4.1,High,High,High,Medium
Cotiviti,Analytics & KPO,Hyderabad,10,24,671,3.6,Medium,Medium,Low,Low
Government of India,Government,New Delhi,160,0,671,4.2,High,High,High,Medium
Livpure,Consumer Electronics & Appliances,Gurgaon,82,13,672,3.8,Medium,Medium,Medium,Low
Ness Digital Engineering,IT Services & Consulting,Bangalore,12,21,671,3.4,Low,Medium,Low,Low
Blue Yonder,Software Product,Bangalore,14,137,670,3.6,Medium,Medium,Medium,Low
ChannelPlay,Marketing & Advertising,Gurgaon,94,98,670,3.8,Medium,High,Medium,Low
Blue Yonder,Software Product,Bangalore,14,137,670,3.6,Medium,Medium,Medium,Low
CtrlS,IT Services & Consulting,Hyderabad,18,4,670,3.6,Medium,Low,Low,Medium
Redington,Hardware & Networking,Chennai,49,0,669,4.0,High,High,Medium,Low
NextComm Corporation,Software Product,Bangalore,9,0,669,4.8,Medium,High,High,Medium
VRL Logistics,Logistics,Bangalore,119,1,669,3.7,Low,Medium,Medium,Low
Quess IT Staffing Solutions,Other,Bangalore,56,0,670,3.1,Low,Medium,Low,Low
Wolters Kluwer,Software Product,Pune,17,101,667,3.8,High,High,Medium,Low
Tredence,IT Services & Consulting,Bangalore,10,86,670,3.4,Medium,Low,Low,Low
Future Supply Chain Solutions,Logistics,Nagpur,71,0,668,4.3,Medium,Medium,High,Medium
Central Bank of India,Banking,Mumbai,197,0,668,3.9,Medium,Medium,Medium,Low
DAV Public School,Education & Training,New Delhi,153,0,669,4.0,Medium,Medium,Medium,Low
Keventer,FMCG,Kolkata,65,5,667,3.8,Medium,High,Medium,Low
Quislex Legal Services,Legal,Hyderabad,12,0,668,4.0,Medium,High,High,Medium
Trianz,IT Services & Consulting,Hyderabad,9,29,667,3.4,Low,Medium,Medium,Low
Solv,Internet,Bangalore,141,2,668,3.5,Low,Medium,Low,Low
YOKOGAWA,Industrial Automation,Bangalore,24,101,665,3.8,High,Medium,Medium,Low
Nephroplus,Healthcare,Hyderabad,112,71,666,3.8,Medium,High,Medium,Low
Y-Axis Overseas Careers,Other,Hyderabad,18,3,666,3.8,Medium,Medium,Medium,Medium
L&T Power,Power,Vadodara,98,0,666,3.9,High,Low,Medium,Low
Surya Roshni,Building Material,New Delhi,74,0,665,4.2,High,High,Medium,Medium
BASF,Chemicals,Mumbai,94,6,666,4.2,Medium,High,High,Low
Vizag Steel,Iron & Steel,Visakhapatnam,30,0,665,4.0,High,High,High,Low
Nomura Holdings,Investment Banking / Venture Capital / Private Equity,Investment Banking,12,275,664,3.7,High,Medium,Low,Low
Autoliv,Auto Components,Bangalore,23,0,663,4.0,High,Medium,Medium,Medium
SG Analytics,Analytics & KPO,Pune,13,13,662,2.6,Low,Medium,Low,Low
Emami Agrotech,Food Processing,Kolkata,66,0,662,3.9,High,High,Medium,Low
Kutumbh Care,Recruitment,Noida,162,0,659,4.0,Medium,High,High,Low
Lohia Corp,Industrial Machinery,Kanpur,22,2,661,4.0,High,High,Medium,Low
EPL Limited,Packaging,Mumbai,36,0,661,3.8,High,Medium,Medium,Low
Bridgestone - Global Capability Center,Auto Components,Pune,62,16,661,4.0,High,High,Medium,Low
Housing.com,Internet,Gurgaon,44,29,661,3.6,Low,Medium,Low,Low
Rane NSK Steering Systems,Auto Components,Chennai,27,0,661,4.0,Medium,Medium,High,Low
Lionbridge Technologies,Content Development,Mumbai,15,3,660,3.6,Medium,High,Medium,Low
Dhanuka Agritech,Agro Chemicals,Gurgaon,109,2,660,3.6,Low,Medium,Low,Low
Dodla Dairy,Food Processing,Hyderabad,74,7,659,4.2,High,High,Medium,Medium
Videocon d2h,Internet,New Delhi,119,0,659,3.8,Medium,High,Medium,Medium
Orient Technologies,IT Services & Consulting,Mumbai,50,16,659,3.6,Medium,Medium,Low,Low
Osource Global,BPO,Mumbai,26,14,659,3.5,Medium,Low,Medium,Low
R.S. Infraprojects,Engineering & Construction,Noida,97,1,658,4.0,High,High,Medium,Low
Jubilant Ingrevia,Chemicals,Bharuch,34,0,657,3.8,High,High,Medium,Low
Technotask Business Solutions,BPO,Bhopal,21,15,671,3.6,Low,Medium,Medium,Low
Leverage Edu,EdTech,Noida,23,25,656,4.1,Medium,Medium,Medium,Medium
JSW Energy,Power,Mumbai,75,0,656,4.1,High,High,Medium,Low
ReSource Pro,BPO,Bangalore,10,30,656,3.8,Medium,Medium,Medium,Medium
Cogoport,Internet,Mumbai,14,9,655,3.2,Low,Medium,Medium,Low
Qatar Airways,Aviation,Ahmedabad,29,19,652,3.5,Medium,Low,Medium,Low
Triveni Engineering & Industries,Food Processing,Noida,59,3,654,4.1,High,High,Medium,Medium
PeopleStrong,Recruitment,Gurgaon,21,0,654,3.4,Medium,Low,Low,Low
MPS Limited,Content Development,Dehradun,24,12,650,3.5,Medium,Medium,Medium,Low
Mahindra Integrated Business Solutions,BPO,Mumbai,85,4,653,3.4,Medium,Medium,Low,Low
Sandvik Asia,Industrial Machinery,Pune,38,1,651,4.0,High,High,Medium,Low
TransUnion,Financial Services,Chennai,10,32,652,3.6,Low,High,Medium,Low
Progressive Infovision,Recruitment,New Delhi,78,0,649,3.8,Medium,High,Medium,Low
Saint Gobain Glass,Building Material,Chennai,57,0,649,3.8,High,Medium,Medium,Low
Omaxe,Real Estate,New Delhi,25,5,650,4.2,Medium,High,Medium,Medium
Ingram Micro,IT Services & Consulting,Mumbai,48,0,650,3.6,Low,Medium,Low,Low
Capco Technologies,IT Services & Consulting,Bangalore,18,128,650,3.8,Low,High,Medium,Low
Optimum Infosystem,IT Services & Consulting,Chennai,17,25,649,3.3,Low,Medium,Medium,Low
TIAA Global Business Services,Financial Services,Pune,11,4,646,3.7,Medium,High,Low,Low
Epicenter Technologies,BPO,Mumbai,9,4,647,3.3,Medium,Medium,Low,Low
Epicenter Technologies,BPO,Mumbai,9,4,647,3.3,Medium,Medium,Low,Low
Alshaya Group,Retail,Bangalore,30,0,646,3.8,Medium,High,Medium,Low
Licious,Internet,Bangalore,39,13,646,3.7,Low,Medium,Medium,Low
SMC Global Securities,Financial Services,New Delhi,89,12,645,3.4,Medium,Medium,Low,Low
PCBL Chemical Limited,Petrochemicals,Vadodara,25,13,644,3.9,High,Medium,Medium,Medium
Marlabs,IT Services & Consulting,Bangalore,13,0,644,3.5,Low,High,Medium,Low
Vasudha Pharma Chem,Pharma,Visakhapatnam,10,0,645,4.0,High,High,Medium,Low
Tejas Networks,Hardware & Networking,Bangalore,36,0,643,3.7,Medium,Medium,Medium,Low
HCL Healthcare,Healthcare,Noida,41,10,643,4.6,Medium,High,High,Medium
Kissht Finance,FinTech,Mumbai,86,36,642,3.9,Medium,High,Medium,Medium
Welspun World,Building Material,Anjar,51,103,642,3.6,Medium,Low,Low,Low
Neurealm,IT Services & Consulting,Chennai,15,54,642,3.4,Low,Medium,Low,Low
TCI Express,Logistics,Gurgaon,81,0,641,3.9,High,High,Medium,Medium
Quality Austria Central Asia,Other,New Delhi,75,12,639,3.5,Medium,Low,Medium,Low
BankBazaar,FinTech,Chennai,16,9,641,3.3,Medium,Medium,Low,Low
Sintex BAPL,Petrochemicals,Chennai,71,0,643,3.6,Low,Medium,Medium,Low
Data Entry,BPO,New Delhi,113,5,641,4.2,Medium,Medium,High,Medium
Mindarika,Auto Components,Gurgaon,27,0,640,4.0,High,Medium,Medium,Low
Indorama,Agro Chemicals,Haldia,46,5,640,3.9,High,High,Medium,Low
Wissen Infotech,IT Services & Consulting,Bangalore,16,107,641,3.5,Low,Medium,Medium,Low
Petpooja,Software Product,Ahmedabad,65,50,640,3.8,Medium,Medium,Medium,Low
Krsnaa Diagnostics,Healthcare,Pune,97,17,639,3.6,Medium,Medium,Medium,Low
DeHaat,Internet,Gurgaon,117,12,640,3.6,Low,Medium,Medium,Low
Magic Edtech,IT Services & Consulting,Noida,12,10,638,3.6,Low,Medium,Medium,Low
JoulestoWatts Business Solutions,IT Services & Consulting,Bangalore,17,3,639,3.5,Low,Medium,Medium,Low
My Home Industries,Building Material,Hyderabad,70,1,637,4.1,High,High,Medium,Medium
Fiat India Automobiles,Automobile,Pune,24,1,636,3.6,Medium,Low,Medium,Low
Tata Power Delhi Distribution,Power,New Delhi,33,2,636,3.7,High,High,Medium,Low
Elite Elevators,Industrial Machinery,Chennai,43,1,638,4.1,Medium,Medium,Medium,Medium
Times Group,Printing & Publishing,Mumbai,49,14,636,3.7,Medium,High,Medium,Low
Centaur Pharmaceuticals,Pharma,Pune,67,4,635,3.5,Medium,Medium,Low,Low
CJ Darcl Logistics Limited,Logistics,Gurgaon,83,0,635,4.0,High,High,Medium,Low
Forbes Marshall,Industrial Machinery,Pune,25,27,635,3.9,High,Medium,Medium,Low
Nihilent,IT Services & Consulting,Pune,9,35,634,3.2,Low,Medium,Low,Low
Yatra,Travel & Tourism,Gurgaon,21,1,635,3.2,Medium,Medium,Medium,Low
The Lalit,Hospitality,New Delhi,32,8,633,3.5,Medium,Medium,Medium,Low
Talentpro,Recruitment,Chennai,127,83,630,3.8,Low,Medium,Medium,Low
Shivalik Small Finance Bank,Banking,Noida,40,7,631,3.8,Medium,Medium,Medium,Low
NICE,Software Product,Pune,16,42,628,3.5,Low,Medium,Low,Low
Narayana e-Techno School,Education & Training,Bangalore,102,0,631,3.6,Medium,Low,Medium,Low
CSC,Financial Services,Bangalore,23,50,630,3.5,Medium,High,Medium,Low
Ferrero,Food Processing,Pune,103,29,630,3.9,High,Medium,Medium,Low
Inspirisys Solution,IT Services & Consulting,Chennai,55,41,631,3.7,Medium,Medium,Medium,Low
ICA Edu Skills,Education & Training,Kolkata,121,7,628,3.9,Low,High,Medium,Low
Ramboll,Engineering & Construction,Gurgaon,32,48,630,4.0,High,High,Medium,Low
Magic Bus India Foundation,Non-Profit,Mumbai,76,28,629,3.8,Low,Medium,Medium,Low
Pennar Industries,Engineering & Construction,Hyderabad,31,4,628,3.4,Medium,Medium,Medium,Low
Encore Capital Group,IT Services & Consulting,Gurgaon,5,0,628,3.9,High,High,Medium,Low
Karvy Stock Broking,Other,Hyderabad,107,0,627,3.6,Medium,Low,Medium,Low
ANAROCK Property Consultants,Real Estate,Mumbai,32,57,627,3.6,Low,Medium,Low,Low
Mount Litera Zee School,Education & Training,Bangalore,125,21,627,3.7,Low,Medium,Medium,Low
GKN,Industrial Automation,Pune,29,23,627,3.8,Medium,High,Medium,Low
Carrier,Industrial Machinery,Hyderabad,52,1,626,3.7,Medium,High,Low,Low
Welspun Corp,Iron & Steel,Anjar,31,0,626,4.0,Medium,Medium,Medium,Low
Electrotherm,Iron & Steel,Ahmedabad,42,2,626,4.2,High,High,High,Medium
NRB Bearings,Auto Components,Aurangabad,22,6,625,4.1,High,High,Medium,Low
Continental,Auto Components,Bangalore,51,49,625,3.7,Low,High,Low,Low
Crowne Plaza,Hospitality,New Delhi,38,0,625,4.1,High,High,Medium,Medium
InternEzy,EdTech,Erode,6,0,624,4.9,Medium,High,High,Medium
Khazana Jewellery,Jewellery,Chennai,53,25,623,3.9,Medium,Medium,Medium,Low
NoBrokerHood,Software Product,Bangalore,34,9,624,2.8,Low,Medium,Low,Medium
Philips Innovation Campus,Software Product,Bangalore,21,0,623,3.7,Low,High,Low,Low
RealPage,Software Product,Hyderabad,10,10,620,3.6,Low,Medium,Low,Low
3M,Electronics Manufacturing,Bangalore,55,91,623,4.0,Low,High,Medium,Low
FCC Clutch,Auto Components,Gurgaon,27,0,623,3.8,High,High,Medium,Low
Vikram Solar,Power,Kolkata,44,5,622,3.6,Medium,Medium,Low,Low
Surin Automotive,Industrial Machinery,Pune,23,0,621,3.8,High,Medium,Medium,Medium
MAQ Software,IT Services & Consulting,Noida,11,0,622,3.3,Medium,Low,Low,Medium
Corporate Infotech,IT Services & Consulting,New Delhi,53,8,621,3.7,Medium,Medium,Medium,Low
Me n Moms,Retail,Mumbai,67,0,622,4.2,Medium,High,Medium,Medium
Varthana,NBFC,Bangalore,81,10,621,4.0,Medium,High,Medium,Medium
B.L. Kashyap & Sons,Engineering & Construction,Bangalore,26,19,621,3.8,High,High,Medium,Low
Hetero Healthcare,Pharma,Hyderabad,77,12,618,3.6,Medium,Medium,Low,Low
Turbo Energy,Auto Components,Chennai,27,0,618,4.2,Medium,Medium,High,Low
Gainwell Commosales,Industrial Machinery,Kolkata,83,5,618,4.0,High,Medium,Medium,Low
Manjushree Technopack,Other,Bangalore,35,7,617,3.5,Medium,Medium,Low,Low
Hitachi Systems Micro Clinic,IT Services & Consulting,Mumbai,79,3,617,4.0,High,High,Medium,Low
Tecnimont,Engineering & Construction,Mumbai,32,79,617,3.9,High,Medium,Medium,Low
Shalby Hospitals,Healthcare,Ahmedabad,23,77,617,4.1,Medium,High,Medium,Medium
Ebixcash Global Services,BPO,Mumbai,41,0,617,3.2,Medium,Medium,Medium,Low
Avalon Technologies,Electronics Manufacturing,Chennai,18,11,617,3.8,High,Medium,Medium,Low
Impetus Technologies,IT Services & Consulting,Indore,15,40,616,3.4,Medium,Medium,Low,Low
Careon Healthcare Solutions,Medical Equipment,Bangalore,15,0,629,3.8,High,High,Medium,Low
Suraksha Diagnostic,Healthcare,Kolkata,35,7,614,3.7,Medium,Medium,Medium,Low
TVS Eurogrip,Auto Components,Madurai,82,3,615,3.6,Low,Medium,Medium,Low
Danfoss Industries,Industrial Machinery,Chennai,22,10,615,3.9,Medium,High,Medium,Low
Shivam Autotech,Auto Components,Gurgaon,23,0,614,3.6,Medium,Medium,Medium,Low
Trigent Software,IT Services & Consulting,Bangalore,32,4,615,3.4,Low,Medium,Medium,Low
bp,Oil & Gas,Pune,14,17,616,3.7,Medium,High,Low,Low
Suroj Buildcon,Engineering & Construction,Pune,46,2,615,4.1,High,Medium,High,Medium
Varun Motors,Automobile,Hyderabad,43,5,614,3.8,High,Medium,Medium,Low
UKB Electronics Limited,Electronics Manufacturing,Noida,25,7,615,3.6,Low,Medium,Low,Medium
Dr. Batras' Positive Health Clinic,Healthcare,Mumbai,87,18,613,3.8,Medium,Medium,Medium,Low
TDS Lithium-Ion Battery,Auto Components,Ahmedabad,21,0,610,4.2,Medium,High,Medium,Medium
Pyramid IT Consulting,Recruitment,Noida,26,1,610,3.0,Low,Medium,Low,Low
NetConnectGlobal,IT Services & Consulting,Bangalore,44,115,610,3.0,Low,Medium,Medium,Low
Airports Authority of India,Aviation,New Delhi,89,0,610,4.2,High,High,High,Medium
Sir H. N. Reliance Foundation Hospital and Research,Healthcare,Mumbai,11,12,610,4.3,High,Medium,Medium,Medium
Collegedunia,Internet,Gurgaon,29,26,608,3.0,Low,Medium,Medium,Low
Suma Soft,IT Services & Consulting,Pune,12,19,609,3.5,Medium,Medium,Low,Low
Suma Soft,IT Services & Consulting,Pune,12,19,609,3.5,Medium,Medium,Low,Low
Collegedunia,Internet,Gurgaon,29,26,608,3.0,Low,Medium,Medium,Low
Reliance Jewels,Jewellery,Mumbai,132,0,610,3.9,High,Medium,Medium,Low
MothersonSumi INfotech & Designs,IT Services & Consulting,Noida,19,3,608,3.4,High,Medium,Medium,Low
Kajaria Ceramics,Building Material,New Delhi,84,0,609,3.9,Medium,High,Medium,Low
Finova Capital,NBFC,Jaipur,180,5,608,3.8,Medium,Medium,Medium,Medium
Emids Technologies Limited,IT Services & Consulting,Bangalore,10,32,608,3.6,Low,Medium,Low,Low
Global Healthcare Billing Partners,BPO,Chennai,16,63,609,3.4,Medium,Medium,Low,Low
Geojit Financial Services,Financial Services,Kochi,140,8,608,3.3,Medium,Medium,Low,Low
Netmeds.com,Internet,Chennai,126,0,609,3.8,Low,High,Medium,Low
Sapphire Foods India,Hospitality,Mumbai,65,19,608,3.8,Medium,Medium,Medium,Medium
Okaya Power,Electrical Equipment,New Delhi,90,10,608,3.8,Medium,Medium,Medium,Low
CSM Technologies,IT Services & Consulting,Bhubaneswar,23,8,607,4.0,High,High,High,Medium
Nucleus Software Exports,Software Product,Noida,13,11,606,3.4,High,Medium,Low,Low
Shriram Automall,Internet,New Delhi,108,0,606,4.0,High,High,Medium,Medium
Maharashtra Seamless,Building Material,Mumbai,26,2,606,3.4,High,Medium,Medium,Low
ACKO,Insurance,Bangalore,14,26,606,3.5,Low,Medium,Low,Low
BDO RISE Private Limited,Accounting & Auditing,Bangalore,10,16,606,3.6,Medium,Medium,Medium,Low
Gestamp,Auto Components,Pune,15,10,606,3.6,Medium,Medium,Low,Low
Polaris Consulting,IT Services & Consulting,Hyderabad,19,3,605,4.1,High,High,Medium,Medium
Sintex Industries,Industrial Machinery,Ahmedabad,59,0,604,3.9,High,High,Medium,Low
Kaizen IT Services,IT Services & Consulting,Kolkata,92,0,605,4.0,Medium,High,High,Low
Ongc Petro Additions,Petrochemicals,Bharuch,31,0,605,4.0,High,High,Medium,Medium
Monte Carlo,Fashion & Textile,Ahmedabad,104,0,605,4.2,Medium,High,Medium,Medium
ITC Limited Foods Division,Food Processing,Bangalore,76,0,604,3.9,High,Medium,Medium,Low
ThoughtWorks,IT Services & Consulting,Bangalore,12,2,605,3.9,Medium,High,Medium,Low
Holiday Inn,Hospitality,New Delhi,62,0,603,4.0,High,Medium,Medium,Medium
IRB Infrastructure,Engineering & Construction,Mumbai,71,27,604,3.9,Medium,High,Medium,Low
Dhani Services,Other,Mumbai,80,0,604,3.7,Low,Medium,Medium,Low
Revolut,FinTech,Bangalore,21,0,604,2.5,Low,Medium,Low,Medium
Royal Caribbean International,Sports & Recreation,Mumbai,26,0,604,4.2,Medium,Medium,Medium,Medium
IDBI Intech Limited,IT Services & Consulting,Mumbai,29,4,603,3.3,High,Medium,Medium,Low
Sasken,IT Services & Consulting,Bangalore,13,11,603,3.7,Low,Medium,Low,Low
Becton Dickinson,Medical Equipment,Bangalore,38,156,603,4.0,High,High,Medium,Low
Carnival Cruise Lines,Sports & Recreation,Mumbai,32,0,603,4.2,Medium,High,High,Medium
National Stock Exchange of India,Financial Services,Mumbai,34,6,604,3.6,High,Medium,Low,Low
ShareChat,Internet,Bangalore,42,7,602,3.6,Low,Medium,Low,Low
Jain Irrigation Systems,Agriculture,Jalgaon,90,0,602,3.8,High,Medium,Medium,Low
SOLAR INDUSTRIES INDIA,Defence & Aerospace,Nagpur,41,16,602,3.7,High,Medium,Low,Low
Agrostar,Internet,Pune,52,19,600,3.9,Low,Medium,Medium,Medium
Sl Lumax,Auto Components,Chennai,18,3,602,3.4,Medium,Low,Medium,Low
Columbia Asia,Healthcare,Bangalore,20,0,601,4.6,Medium,High,Medium,Medium
Annalect,Marketing & Advertising,Bangalore,15,0,601,3.4,Low,Medium,Low,Low
Einfochips,IT Services & Consulting,Ahmedabad,14,109,602,3.5,Medium,Medium,Low,Low
Central Reserve Police Force,Government,New Delhi,95,0,601,4.6,High,Medium,Medium,Medium
HDFC Asset Management Company,Financial Services,Mumbai,138,0,601,4.1,High,High,Medium,Low
Super Smelters,Iron & Steel,Asansol,25,3,601,3.7,Medium,Medium,Medium,Low
Chaitanya India Fin Credit,NBFC,Bangalore,171,0,601,4.0,Medium,High,Medium,Medium
Royaloak Incorporation,Furniture & Furnishing,Bangalore,48,18,601,3.7,Low,Medium,Medium,Low
Finastra,Software Product,Bangalore,14,18,601,3.7,Low,High,Low,Low
Cyfuture,IT Services & Consulting,Noida,38,25,600,3.0,Medium,Medium,Medium,Low
BT E Serv,BPO,Kolkata,7,0,599,3.9,High,High,Medium,Low
Ugam Solution,IT Services & Consulting,Mumbai,15,6,599,3.6,High,Medium,Low,Low
Mavenir Systems,IT Services & Consulting,Bangalore,20,11,598,3.3,Low,Medium,Medium,Low
Hamilton Housewares,Consumer Electronics & Appliances,Mumbai,54,10,598,3.8,Medium,High,Medium,Low
Sanghi Industries,Building Material,Ahmedabad,32,0,598,4.0,Medium,High,Medium,Low
Sudarshan Chemical Industries,Chemicals,Roha,27,0,598,3.9,Medium,High,Medium,Low
Fiem Industries,Auto Components,Hosur,29,0,598,3.6,Low,Low,Medium,Medium
Sigma Engineered Solutions,Industrial Machinery,Pune,14,0,598,3.9,Medium,High,Medium,Low
Vedanta Limited,Metals & Mining,Lanjigarh,53,0,597,3.8,Medium,Low,Medium,Low
Vedanta Limited,Metals & Mining,Lanjigarh,53,0,597,3.8,Medium,Low,Medium,Low
Serum Institute of India,Biotechnology,Pune,27,1,595,4.2,High,High,Medium,Low
Aster Dm Healthcare,Healthcare,Bangalore,41,81,596,3.6,Medium,Medium,Low,Low
Grab A Grub Services,Logistics,Mumbai,114,0,595,3.9,Low,High,Medium,Low
Renovision Automation Services,IT Services & Consulting,New Delhi,71,51,594,3.3,Medium,Medium,Medium,Low
Wissen Technology,IT Services & Consulting,Bangalore,10,93,595,3.7,Medium,Medium,Medium,Low
Jubilant Agri and Consumer Products,Chemicals,Gurgaon,114,0,590,4.0,Medium,High,Medium,Low
BMC Software,Software Product,Pune,11,84,593,4.0,Low,High,Medium,Low
Bridge & Roof Co,Engineering & Construction,Kolkata,65,0,594,3.5,Medium,Low,Medium,Low
Medcode,IT Services & Consulting,Hyderabad,11,11,593,4.0,Medium,Medium,High,Medium
InsuranceDekho,Internet,Gurgaon,81,26,593,3.6,Low,Medium,Low,Low
Finolex Industries,Building Material,Pune,73,1,592,3.6,Medium,Medium,Medium,Low
Kirloskar Ferrous Industries,Iron & Steel,Koppal,23,2,591,3.7,High,Low,Medium,Low
Cashify,Internet,Gurgaon,58,5,591,3.8,Low,High,Medium,Low
Schwing Stetter,Industrial Machinery,Chennai,45,115,590,3.9,High,Medium,Medium,Low
AVTEC,Auto Components,Hosur,27,8,591,3.5,Low,Medium,Medium,Low
Matrimonialsindia,Internet,New Delhi,0,5,591,4.9,Medium,High,High,Medium
Maxicus,BPO,Vadodara,16,8,589,4.0,High,High,Medium,Medium
Sapiens,Software Product,Bangalore,9,0,588,3.1,Medium,Medium,Low,Low
CSG International,IT Services & Consulting,Bangalore,14,0,588,3.5,Low,Medium,Medium,Low
Bharat Biotech International,Biotechnology,Hyderabad,31,5,588,3.1,Medium,Medium,Low,Low
Blackberrys,Fashion & Textile,Gurgaon,93,10,588,3.7,Low,Medium,Medium,Low
Medley Pharmaceuticals,Pharma,Mumbai,77,19,588,3.9,High,High,Medium,Low
Vedang Cellular Services,Telecom,Mumbai,69,0,587,3.8,Low,Medium,Medium,Low
VDA Infosolutions,IT Services & Consulting,Pune,35,3,586,3.8,High,Medium,Medium,Low
Jayaswal Neco Industries,Iron & Steel,Raipur,30,1,586,4.0,High,High,Medium,Medium
Kellogg,FMCG,Mumbai,86,0,586,4.2,High,High,Medium,Medium
Saudi Aramco,Oil & Gas,Mumbai,38,0,585,4.5,Medium,High,Medium,Medium
Action Tesa,Building Material,Sitarganj,61,3,585,3.8,Medium,Medium,Medium,Low
Toyoda Gosei Minda,Auto Components,Neemrana,26,0,585,4.2,High,High,Medium,Medium
Excitel Broadband,Telecom,New Delhi,44,0,584,3.6,Low,Medium,Medium,Low
Hpl Electric & Power,Electrical Equipment,Gurgaon,69,9,583,3.6,Medium,Medium,Medium,Low
Blackrock,Financial Services,Gurgaon,19,0,581,3.5,Medium,Medium,Low,Low
DHL Global Forwarding,Logistics,Chennai,22,5,584,4.0,High,High,Medium,Low
Nspira Management Services,BPO,Hyderabad,59,10,585,3.7,Medium,Medium,Low,Low
IDP Education Limited,Education & Training,Chennai,50,19,581,3.6,Low,High,Low,Low
Vadilal Industries,FMCG,Ahmedabad,86,7,582,4.1,High,High,Medium,Medium
Efs Facilities Services,Facility Management Services,New Delhi,60,26,582,3.7,Medium,Medium,Medium,Low
Inspira Enterprise India Limited,IT Services & Consulting,Mumbai,36,8,582,3.6,Medium,Medium,Low,Low
United Colors of Benetton,Fashion & Textile,Gurgaon,74,1,582,4.4,Medium,High,Medium,Medium
Vadilal Industries,FMCG,Ahmedabad,86,7,582,4.1,High,High,Medium,Medium
Mrs Bector's Food Specialities,Food Processing,Greater Noida,85,10,582,3.9,Medium,Medium,Medium,Low
Heidelberg Cement,Building Material,Damoh,79,1,582,4.1,High,High,Medium,Medium
DealShare,Internet,Bangalore,45,0,582,3.5,Low,Medium,Medium,Low
Micromax Informatics,Consumer Electronics & Appliances,New Delhi,120,0,579,3.8,Low,High,Medium,Low
HLL Lifecare,Healthcare,Thiruvananthapuram,116,9,581,3.7,Low,Medium,Medium,Low
Quest Retail Private Limited,Retail,Gurgaon,65,1,576,4.1,Medium,High,Medium,Medium
EaseMyTrip.com,Internet,New Delhi,9,63,581,4.0,High,High,High,Medium
Belstar Microfinance,NBFC,Chennai,213,0,581,3.9,Medium,High,High,Low
Coal India,Metals & Mining,Kolkata,63,0,579,4.0,High,High,Medium,Medium
IKEA,Retail,Bangalore,24,0,579,4.0,High,High,Medium,Low
Pathkind Diagnostics Private Limited,Healthcare,New Delhi,98,3,579,4.0,Medium,High,Medium,Low
Pamac Finserve,BPO,Mumbai,60,1,579,3.2,Medium,Low,Medium,Low
EdgeVerve Systems,Software Product,Bangalore,15,68,578,3.3,High,Medium,Low,Low
Jubilant Generics,Pharma,Roorkee,26,0,578,3.9,Low,High,Medium,Low
Anmol Industries,FMCG,Kolkata,88,0,577,3.9,Medium,High,Medium,Low
PTC,Software Product,Pune,42,119,576,4.2,High,High,Medium,Medium
Consulting Engineers Group,Engineering & Construction,Jaipur,71,1,577,4.1,Medium,High,High,Low
Wood Group,Engineering & Construction,Chennai,30,37,578,3.8,Medium,High,Medium,Low
BEML,Industrial Machinery,Bangalore,37,0,576,3.8,High,Medium,Medium,Low
BEML,Industrial Machinery,Bangalore,37,0,576,3.8,High,Medium,Medium,Low
Ofbusiness,Internet,Gurgaon,42,71,576,3.0,Low,Low,Medium,Medium
Myk Laticrete,Building Material,Hyderabad,86,18,577,3.9,High,High,Medium,Medium
GAMMON INDIA,Engineering & Construction,Mumbai,71,0,575,3.7,Medium,Medium,Medium,Low
APL Apollo Tubes,Iron & Steel,Raipur,48,9,574,4.0,Medium,High,High,Medium
AVEVA,Software Product,Hyderabad,15,31,574,4.0,Medium,High,High,Low
Gandhi Automations,Industrial Machinery,Mumbai,25,16,573,4.0,High,Medium,Medium,High
Jindal Poly Films,Packaging,Nashik,20,1,573,3.6,Low,Medium,Medium,Low
Eli Lilly and Company,Pharma,Bangalore,19,97,572,3.5,Medium,Medium,Low,Low
SoftAge Information Technology,IT Services & Consulting,Gurgaon,128,7,572,3.6,Low,Medium,Medium,Low
Sterling Oil Exploration & Energy Production,Oil & Gas,Lagos,23,3,572,3.6,Medium,Low,Low,Low
Army Public School,Education & Training,New Delhi,96,0,568,4.0,Low,High,Medium,Low
TSYS|Total System Services,FinTech,Pune,11,0,564,4.1,Medium,High,Medium,Low
