Company Name,Industry Type,Primary Office Location,Operating Locations,Job Openings,Total Reviews,Overall Rating,Highly Rated,Critically Rated
Canara Bank,Banking ,Bangalore,216.0,4,1.5k,3.5,Job Security,"Work Life Balance, Company Culture, Work Satisfaction"
SHYAM METALICS AND ENERGY,Metals & Mining ,Sambalpur,76.0,9,1.5k,3.4,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
SAI Life Sciences,Clinical Research ,Hyderabad,27.0,25,1.4k,3.9,"Salary & Benefits, Company Culture, Skill Development / Learning",Promotions / Appraisal
Taurus BPO Services,BPO ,Pune,24.0,--,1.4k,4.1,"Company Culture, Work Life Balance, Work Satisfaction",
Page Industries,Fashion & Textile ,Bangalore,164.0,1,1.4k,4.2,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
QualityKiosk Technologies,IT Services & Consulting ,Mumbai,21.0,238,1.4k,3.3,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Gland Pharma,Pharma ,Hyderabad,36.0,--,1.4k,4.0,"Work Life Balance, Job Security",
Oberoi Group of Hotels,Hospitality ,New Delhi,39.0,--,1.4k,4.1,"Job Security, Skill Development / Learning, Company Culture",
Tata Consumer Products,FMCG ,Bangalore,221.0,2,1.4k,3.5,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Tata Group,IT Services & Consulting ,Mumbai,171.0,1,1.4k,4.2,"Company Culture, Work Life Balance, Job Security",
Wheelseye Technology,Internet ,Gurgaon,223.0,18,1.4k,3.4,,"Job Security, Promotions / Appraisal, Company Culture"
ISS Facility Services,Facility Management Services ,Mumbai,67.0,15,1.4k,4.0,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Aon,Management Consulting ,Gurgaon,25.0,41,1.4k,3.8,"Job Security, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Devyani International,Hospitality ,New Delhi,135.0,14,1.4k,3.8,Skill Development / Learning,Promotions / Appraisal
Indoco Remedies,Pharma ,Mumbai,85.0,4,1.4k,3.4,,"Promotions / Appraisal, Job Security, Company Culture"
Daimler India Commercial Vehicles,Automobile ,Chennai,49.0,7,1.4k,3.9,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Tata AutoComp Systems,Auto Components ,Pune,44.0,22,1.4k,3.8,Job Security,"Promotions / Appraisal, Salary & Benefits"
Hyatt Regency,Hospitality ,New Delhi,52.0,10,1.4k,4.0,"Job Security, Skill Development / Learning, Company Culture",
Valeo,Auto Components ,Chennai,24.0,97,1.4k,4.0,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
NIIT,Education & Training ,Gurgaon,102.0,38,1.4k,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Sonata Software,IT Services & Consulting ,Bangalore,17.0,183,1.4k,3.4,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Apco Infratech,Engineering & Construction ,Lucknow,94.0,46,1.4k,3.8,,"Job Security, Company Culture, Promotions / Appraisal"
Acmegrade,EdTech ,Bangalore,22.0,--,1.4k,3.9,"Company Culture, Work Satisfaction, Skill Development / Learning",
Narayana Educational Society,Education & Training ,Hyderabad,146.0,18,1.4k,3.5,,"Promotions / Appraisal, Company Culture, Work Life Balance"
V5 Global Services,Recruitment ,New Delhi,215.0,1,1.4k,3.9,Work Life Balance,Promotions / Appraisal
Bharat Forge,Auto Components ,Pune,29.0,5,1.4k,3.8,,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Agilus Diagnostics,Healthcare ,Mumbai,137.0,9,1.4k,4.1,"Work Life Balance, Company Culture, Work Satisfaction",
Health Care Global Enterprises,Healthcare ,Bangalore,52.0,72,1.4k,4.1,"Company Culture, Work Life Balance, Job Security",
Airtel Payments Bank,Banking ,Gurgaon,326.0,11,1.4k,3.8,,Promotions / Appraisal
AB InBev India,Beverage ,Bangalore,78.0,73,1.4k,3.3,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Heritage Foods,Food Processing ,Hyderabad,125.0,20,1.4k,4.0,"Company Culture, Work Life Balance, Job Security",
Amneal Pharmaceuticals,Pharma ,Ahmedabad,44.0,34,1.4k,4.2,"Work Life Balance, Job Security, Company Culture",
Apexon,IT Services & Consulting ,Bangalore,22.0,76,1.4k,3.3,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Sony,Consumer Electronics & Appliances ,New Delhi,146.0,2,1.4k,4.1,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
IDC Technologies,IT Services & Consulting ,Noida,67.0,7,1.4k,3.1,,"Job Security, Promotions / Appraisal, Company Culture"
Acuity Knowledge Partners,Analytics & KPO ,Bangalore,17.0,84,1.4k,3.2,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Happiest Minds Technologies,IT Services & Consulting ,Bangalore,18.0,340,1.4k,3.4,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Tieto,IT Services & Consulting ,Pune,15.0,84,1.4k,4.2,"Work Life Balance, Company Culture, Work Satisfaction",
PNB Housing Finance,NBFC ,New Delhi,169.0,4,1.4k,3.8,Job Security,Promotions / Appraisal
J. Kumar Infraprojects,Engineering & Construction ,Mumbai,41.0,--,1.4k,4.1,"Work Life Balance, Job Security, Work Satisfaction",Promotions / Appraisal
SBFC Finance,NBFC ,Mumbai,215.0,55,1.4k,3.8,Salary & Benefits,
CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),Auto Components ,Pune,48.0,3,1.4k,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
The Muthoot Group,Financial Services ,New Delhi,308.0,--,1.4k,3.6,,"Promotions / Appraisal, Company Culture, Work Life Balance"
TCS iON,IT Services & Consulting ,Chennai,115.0,--,1.4k,3.9,Job Security,"Promotions / Appraisal, Salary & Benefits"
Xiaomi,Consumer Electronics & Appliances ,Bangalore,212.0,11,1.4k,3.8,,"Promotions / Appraisal, Job Security"
Morningstar,Financial Services ,Mumbai,19.0,134,1.4k,3.7,"Work Life Balance, Company Culture, Job Security","Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
VLCC,Beauty & Personal Care ,New Delhi,112.0,27,1.4k,3.3,,"Promotions / Appraisal, Company Culture, Work Life Balance"
Unisys,IT Services & Consulting ,Bangalore,19.0,34,1.4k,3.5,,"Promotions / Appraisal, Skill Development / Learning, Work Satisfaction"
Jaquar,Building Material ,Gurgaon,116.0,4,1.4k,4.1,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Jaquar,Building Material ,Gurgaon,116.0,4,1.4k,4.1,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
Vfs Global Services,IT Services & Consulting ,Mumbai,33.0,16,1.4k,3.5,,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Indegene,Analytics & KPO ,Bangalore,33.0,67,1.4k,3.3,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
FedEx Express,Logistics ,Mumbai,93.0,34,1.4k,4.0,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Sansera Engineering,Auto Components ,Bangalore,29.0,17,1.4k,4.0,"Skill Development / Learning, Company Culture, Work Life Balance","Promotions / Appraisal, Salary & Benefits"
Altimetrik,IT Services & Consulting ,Bangalore,15.0,48,1.4k,3.6,Salary & Benefits,"Job Security, Promotions / Appraisal, Work Satisfaction"
AtkinsRealis,Engineering & Construction ,Bangalore,56.0,249,1.4k,3.7,Work Life Balance,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Aumovio,Auto Components ,Bangalore,22.0,8,1.4k,3.9,"Work Life Balance, Company Culture",Promotions / Appraisal
Faurecia,Auto Components ,Pune,29.0,7,1.4k,3.9,"Company Culture, Skill Development / Learning",Promotions / Appraisal
Infogain,IT Services & Consulting ,Bangalore,24.0,143,1.4k,3.5,,"Promotions / Appraisal, Job Security, Salary & Benefits"
DCM Shriram,Chemicals ,Bharuch,111.0,3,1.4k,4.1,"Job Security, Company Culture, Work Life Balance",
Sheenlac Paints,Chemicals ,Chennai,163.0,2,1.4k,4.2,"Salary & Benefits, Company Culture, Work Life Balance",
Oracle Financial Services Software,Software Product ,Bangalore,22.0,--,1.4k,3.4,Job Security,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Slk Software Services,IT Services & Consulting ,Bangalore,16.0,318,1.4k,3.2,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Adobe,Software Product ,Bangalore,22.0,165,1.3k,3.8,"Company Culture, Work Life Balance","Promotions / Appraisal, Work Satisfaction"
Paytm Payments Bank,Banking ,Noida,138.0,1,1.3k,3.8,"Work Life Balance, Salary & Benefits","Job Security, Promotions / Appraisal"
Kantar,Analytics & KPO ,Bangalore,45.0,11,1.3k,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Sharekhan,Financial Services ,Mumbai,114.0,65,1.3k,3.7,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Aforeserve,IT Services & Consulting ,Mumbai,159.0,18,1.3k,3.4,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Big Bazaar,Retail ,New Delhi,160.0,--,1.3k,4.3,"Company Culture, Skill Development / Learning, Work Satisfaction",
Big Bazaar,Retail ,New Delhi,160.0,--,1.3k,4.3,"Company Culture, Skill Development / Learning, Work Satisfaction",
EOSGlobe,BPO ,Mumbai,30.0,12,1.3k,2.9,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Nykaa,Internet ,Mumbai,116.0,1,1.3k,3.4,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
MedPlus,Retail ,Hyderabad,137.0,33,1.3k,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Worley,Engineering & Construction ,Mumbai,56.0,55,1.3k,4.1,"Work Life Balance, Company Culture, Work Satisfaction",Promotions / Appraisal
Amity University,Education & Training ,Noida,87.0,68,1.3k,3.6,Job Security,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Chandigarh University,Education & Training ,Chandigarh,49.0,111,1.3k,4.1,"Work Life Balance, Job Security, Skill Development / Learning",
Fino Payments Bank,Banking ,Mumbai,269.0,7,1.3k,3.9,"Work Life Balance, Job Security",Promotions / Appraisal
Bajaj Housing Finance,NBFC ,Pune,169.0,67,1.3k,3.6,,"Work Life Balance, Company Culture, Work Satisfaction"
DEXIT Global,IT Services & Consulting ,Mumbai,152.0,1,1.3k,3.5,,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
Bharat FIH,Electronics Manufacturing ,Chennai,40.0,--,1.3k,3.7,,"Promotions / Appraisal, Job Security, Salary & Benefits"
JioMart,Retail ,Mumbai,298.0,--,1.3k,3.9,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Fusion Finance,NBFC ,New Delhi,331.0,3,1.4k,3.9,"Company Culture, Work Life Balance, Salary & Benefits",
Labmentix,,Bangalore,33.0,--,1.3k,4.5,"Skill Development / Learning, Company Culture, Work Life Balance",
Collabera Talent Solutions,Recruitment ,Bangalore,44.0,14,1.3k,3.4,,"Promotions / Appraisal, Job Security, Salary & Benefits"
TÜV SÜD,"Testing, Inspection and Certification (TIC) ",Bangalore,126.0,94,1.3k,3.9,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Unichem Laboratories,Pharma ,Ghaziabad,78.0,15,1.3k,3.7,Job Security,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Iffco Tokio General Insurance Co.,Insurance ,Gurgaon,275.0,--,1.3k,3.7,,"Promotions / Appraisal, Salary & Benefits"
GE,Defence & Aerospace ,Bangalore,77.0,43,1.3k,4.1,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
TEKsystems,IT Services & Consulting ,Bangalore,19.0,33,1.3k,3.2,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
VOIS,IT Services & Consulting ,Pune,22.0,11,1.3k,3.8,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal
Chetu,Software Product ,Noida,15.0,4,1.3k,3.5,,"Job Security, Company Culture, Work Life Balance"
Novo Nordisk,Pharma ,Bangalore,75.0,186,1.3k,3.6,Work Life Balance,"Promotions / Appraisal, Job Security, Work Satisfaction"
Burger King,Hospitality ,New Delhi,109.0,5,1.3k,3.9,"Salary & Benefits, Skill Development / Learning",
iMerit,IT Services & Consulting ,Kolkata,23.0,9,1.3k,3.2,,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
City Union Bank,Banking ,Chennai,188.0,8,1.3k,3.0,,"Promotions / Appraisal, Company Culture, Work Life Balance"
Rashmi Metaliks,Iron & Steel ,Kharagpur,44.0,6,1.3k,3.2,,"Company Culture, Job Security, Promotions / Appraisal"
FDC,Pharma ,Mumbai,127.0,--,1.3k,3.7,,"Promotions / Appraisal, Salary & Benefits"
Hindware Limited,Building Material ,Hyderabad,134.0,4,1.3k,3.9,Work Life Balance,Promotions / Appraisal
JSW Cement,Building Material ,Mumbai,141.0,--,1.3k,4.0,"Job Security, Company Culture, Work Life Balance",Promotions / Appraisal
Aptara,Content Development ,Noida,15.0,7,1.3k,3.1,,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits"
Sunknowledge Services,BPO ,Kolkata,14.0,10,1.3k,3.5,Job Security,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Incedo,IT Services & Consulting ,Gurgaon,13.0,13,1.3k,3.0,,"Promotions / Appraisal, Work Satisfaction, Job Security"
Spicejet,Aviation ,New Delhi,61.0,1,1.3k,3.4,,"Promotions / Appraisal, Salary & Benefits, Job Security"
CreditAccess Grameen,NBFC ,Bangalore,339.0,15,1.3k,4.0,"Company Culture, Job Security, Work Life Balance",
Bluestock ™,FinTech ,Pune,44.0,--,1.3k,4.5,"Work Life Balance, Skill Development / Learning, Company Culture",
Hindustan Construction Company,Engineering & Construction ,Mumbai,94.0,5,1.3k,4.3,"Company Culture, Job Security, Skill Development / Learning",
ManpowerGroup,Recruitment ,Bangalore,148.0,344,1.3k,3.6,,"Promotions / Appraisal, Job Security, Skill Development / Learning"
Cinépolis,Media & Entertainment ,New Delhi,60.0,5,1.3k,3.8,Company Culture,"Promotions / Appraisal, Salary & Benefits"
Atul,Chemicals ,Valsad,65.0,3,1.3k,3.9,"Job Security, Work Life Balance, Company Culture",Promotions / Appraisal
VIBGYOR Group of Schools,Education & Training ,Bangalore,38.0,175,1.3k,3.4,,"Job Security, Promotions / Appraisal, Company Culture"
TE Connectivity,Electronics Manufacturing ,Bangalore,23.0,74,1.3k,4.1,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
Punjab National Bank,Banking ,New Delhi,217.0,--,1.3k,3.8,Job Security,
Citco,Management Consulting ,Pune,14.0,34,1.3k,3.1,,"Promotions / Appraisal, Company Culture, Work Life Balance"
ZF Steering Gear,Auto Components ,Pune,35.0,3,1.3k,3.7,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Fabindia,Retail ,New Delhi,84.0,8,1.3k,3.8,"Work Life Balance, Job Security, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
The Ramco Cements,Building Material ,Chennai,123.0,1,1.3k,4.1,"Job Security, Company Culture, Work Life Balance",
RBL FinServe,Financial Services ,Mumbai,365.0,--,1.3k,3.9,"Salary & Benefits, Skill Development / Learning",
Shubham Housing Development Finance,NBFC ,New Delhi,156.0,1,1.3k,3.9,"Work Life Balance, Salary & Benefits",
Brillio,IT Services & Consulting ,Bangalore,15.0,15,1.3k,3.4,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Nippon Paint India,Chemicals ,Chennai,164.0,2,1.3k,4.0,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
Pantaloons,Retail ,Mumbai,154.0,--,1.3k,4.1,"Job Security, Company Culture, Skill Development / Learning",
Sigma Electric Manufacturing Corporation,Industrial Machinery ,Pune,23.0,8,1.3k,4.0,"Company Culture, Work Life Balance, Job Security",Promotions / Appraisal
AGS Transact Technologies,FinTech ,Mumbai,123.0,--,1.3k,2.8,,"Promotions / Appraisal, Salary & Benefits, Job Security"
Mondelez International,Food Processing ,Mumbai,195.0,54,1.3k,4.1,"Salary & Benefits, Company Culture, Work Life Balance",Promotions / Appraisal
Hatsun Agro Product,Food Processing ,Chennai,126.0,10,1.3k,3.8,Skill Development / Learning,"Job Security, Promotions / Appraisal"
GEP Worldwide,IT Services & Consulting ,Mumbai,18.0,8,1.3k,3.6,Company Culture,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction"
CenturyPly,Furniture & Furnishing ,Kolkata,141.0,42,1.3k,3.8,Salary & Benefits,Promotions / Appraisal
OM Logistics,Logistics ,New Delhi,122.0,6,1.3k,3.9,"Job Security, Work Life Balance",Promotions / Appraisal
Luminous Power Technologies,Consumer Electronics & Appliances ,Gurgaon,136.0,39,1.3k,4.1,"Work Life Balance, Company Culture, Job Security",
Panasonic,Consumer Electronics & Appliances ,Gurgaon,126.0,18,1.3k,4.0,"Work Life Balance, Company Culture, Job Security",Promotions / Appraisal
Grant Thornton,Accounting & Auditing ,Bangalore,60.0,206,1.3k,3.4,,"Promotions / Appraisal, Work Satisfaction, Salary & Benefits"
Baroda Global Shared Services,BPO ,Gandhinagar,177.0,30,1.3k,3.8,"Work Life Balance, Company Culture",Promotions / Appraisal
Dell EMC,IT Services & Consulting ,Bangalore,54.0,--,1.2k,3.8,"Work Life Balance, Company Culture",Promotions / Appraisal
More Supermarket,Retail ,Bangalore,159.0,57,1.2k,3.7,,"Job Security, Promotions / Appraisal, Company Culture"
INDIUM,IT Services & Consulting ,Chennai,14.0,103,1.3k,4.0,"Work Life Balance, Company Culture, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits"
Aerial Telecom Solutions,Telecom ,Mohali,110.0,16,1.2k,4.0,"Work Life Balance, Company Culture, Work Satisfaction",
Decathlon,Retail ,Bangalore,70.0,4,1.2k,3.7,"Job Security, Skill Development / Learning, Company Culture","Promotions / Appraisal, Work Life Balance, Salary & Benefits"
ECIL,Electronics Manufacturing ,Hyderabad,57.0,--,1.2k,4.2,"Work Life Balance, Company Culture, Work Satisfaction",
Jindal X,BPO ,New Delhi,23.0,2,1.2k,3.6,,"Job Security, Promotions / Appraisal, Company Culture"
Tenneco,Auto Components ,Pune,45.0,10,1.2k,3.6,,"Promotions / Appraisal, Company Culture, Work Satisfaction"
Vestas,Power ,Chennai,51.0,18,1.2k,4.1,"Company Culture, Work Life Balance, Work Satisfaction",Promotions / Appraisal
Jakson Group,Power ,Noida,101.0,24,1.2k,4.1,"Work Life Balance, Salary & Benefits, Company Culture",
Automotive Manufacturers,Automobile ,Hyderabad,148.0,38,1.2k,3.9,,Promotions / Appraisal
Ion Exchange India,Waste Management ,Mumbai,125.0,28,1.2k,3.7,Job Security,"Promotions / Appraisal, Salary & Benefits"
R Systems International,IT Services & Consulting ,Noida,23.0,25,1.2k,3.4,,"Promotions / Appraisal, Job Security, Company Culture"
OpenText Technologies,Software Product ,Bangalore,15.0,28,1.2k,3.4,,"Promotions / Appraisal, Job Security, Work Satisfaction"
Troikaa Pharmaceuticals,Pharma ,Ahmedabad,105.0,9,1.2k,4.1,"Salary & Benefits, Work Life Balance, Skill Development / Learning",
Centre for Development of Advanced Computing,IT Services & Consulting ,Pune,41.0,--,1.2k,3.7,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits, Company Culture"
Viraj Profiles,Iron & Steel ,Mumbai,28.0,4,1.2k,3.9,"Skill Development / Learning, Work Life Balance, Work Satisfaction",
Samsung Research,IT Services & Consulting ,Bangalore,20.0,--,1.2k,3.1,,"Promotions / Appraisal, Work Satisfaction, Skill Development / Learning"
SKF,Auto Components ,Pune,70.0,70,1.2k,4.0,"Company Culture, Work Life Balance, Skill Development / Learning",Promotions / Appraisal
